Date,S&P/TSX 60 Index
2021-05-14,1160.06
2021-05-17,1166.5
2021-05-18,1168.08
2021-05-19,1162.69
2021-05-20,1170.7
2021-05-21,1169.48
2021-05-25,1172.46
2021-05-26,1183.65
2021-05-27,1184.36
2021-05-28,1189.6
2021-05-31,1180.14
2021-06-01,1196.46
2021-06-02,1194.77
2021-06-03,1193.37
2021-06-04,1199.19
2021-06-07,1199.33
2021-06-08,1200.12
2021-06-09,1195.15
2021-06-10,1197.19
2021-06-11,1202.83
2021-06-14,1205.45
2021-06-15,1212.02
2021-06-16,1212.95
2021-06-17,1209.85
2021-06-18,1201.65
2021-06-21,1210.23
2021-06-22,1211.62
2021-06-23,1208.65
2021-06-24,1211.67
2021-06-25,1213.5
2021-06-28,1208.12
2021-06-29,1210.22
2021-06-30,1209.15
2021-07-02,1212.38
2021-07-05,1215.5
2021-07-06,1217.8
2021-07-07,1218.67
2021-07-08,1202.82
2021-07-09,1214.79
2021-07-12,1214.29
2021-07-13,1217.9
2021-07-14,1209.62
2021-07-15,1213.2
2021-07-16,1202.43
2021-07-19,1187.59
2021-07-20,1199.32
2021-07-21,1207.89
2021-07-22,1207.95
2021-07-23,1214.11
2021-07-26,1211.01
2021-07-27,1211.98
2021-07-28,1213.79
2021-07-29,1218.49
2021-07-30,1216.51
2021-08-03,1222.7
2021-08-04,1221.3
2021-08-05,1223.68
2021-08-06,1231.5
2021-08-09,1230.1
2021-08-10,1233.37
2021-08-11,1235.57
2021-08-12,1233.55
2021-08-13,1233.09
2021-08-16,1231.7
2021-08-17,1225.72
2021-08-18,1221.68
2021-08-19,1217.52
2021-08-20,1224.43
2021-08-23,1230.37
2021-08-24,1233.6
2021-08-25,1236.3
2021-08-26,1229.63
2021-08-27,1236.87
2021-08-30,1233.55
2021-08-31,1231.33
2021-09-01,1238.11
2021-09-02,1244.94
2021-09-03,1245.66
2021-09-07,1245.92
2021-09-08,1242.59
2021-09-09,1239.63
2021-09-10,1234.46
2021-09-13,1236.52
2021-09-14,1228.46
2021-09-15,1237.06
2021-09-16,1231.76
2021-09-17,1224.44
2021-09-20,1205.22
2021-09-21,1211.14
2021-09-22,1220.32
2021-09-23,1224.77
2021-09-24,1221.73
2021-09-27,1225.97
2021-09-28,1209
2021-09-29,1209.6
2021-09-30,1203.34
2021-10-01,1208.44
2021-10-04,1203.84
2021-10-05,1211.39
2021-10-06,1213.09
2021-10-07,1225.42
2021-10-08,1226.76
2021-10-12,1226.31
2021-10-13,1235.85
2021-10-14,1247.86
2021-10-15,1256.43
2021-10-18,1261.31
2021-10-19,1266.31
2021-10-20,1272.92
2021-10-21,1274.33
2021-10-22,1274.54
2021-10-25,1277.24
2021-10-26,1270.9
2021-10-27,1258.5
2021-10-28,1274.18
2021-10-29,1265.19
2021-11-01,1277.87
2021-11-02,1273.37
2021-11-03,1278.2
2021-11-04,1285.35
2021-11-05,1290.01
2021-11-08,1294.47
2021-11-09,1297.85
2021-11-10,1290.78
2021-11-11,1296.22
2021-11-12,1309.76
2021-11-15,1304.92
2021-11-16,1307.01
2021-11-17,1303.07
2021-11-18,1304.79
2021-11-19,1300.29
2021-11-22,1292.14
2021-11-23,1296.43
2021-11-24,1302.37
2021-11-25,1306.77
2021-11-26,1277.41
2021-11-29,1278.28
2021-11-30,1248.56
2021-12-01,1239.33
